Age,Gender,Education Level,Job Title,Years of Experience,Salary
41,Male,PhD,Data Scientist,13.0,140000
33,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
27,Male,High School,Junior Sales Associate,2.0,35000
38,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,65000
46,Male,PhD,Data Scientist,18.0,180000
26,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
39,Female,Master's Degree,Human Resources Manager,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,75000
28,Female,High School,Junior Sales Associate,1.0,30000
43,Male,PhD,Data Scientist,16.0,160000
27,Male,Bachelor's Degree,Software Developer,3.0,60000
35,Female,Master's Degree,Marketing Coordinator,8.0,85000
30,Male,Bachelor's Degree,Operations Manager,5.0,70000
26,Female,Master's Degree,Human Resources Coordinator,3.0,50000
41,Male,PhD,Data Scientist,13.0,140000
33,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
27,Male,High School,Junior Sales Associate,2.0,35000
38,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,65000
46,Male,PhD,Data Scientist,18.0,180000
26,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
39,Female,Master's Degree,Human Resources Manager,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,75000
28,Female,High School,Junior Sales Associate,1.0,30000
43,Male,PhD,Data Scientist,16.0,160000
27,Male,Bachelor's Degree,Software Developer,3.0,60000
35,Female,Master's Degree,Marketing Coordinator,8.0,85000
30,Male,Bachelor's Degree,Operations Manager,5.0,70000
26,Female,Master's Degree,Human Resources Coordinator,3.0,50000
41,Male,PhD,Data Scientist,13.0,140000
33,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
27,Male,High School,Junior Sales Associate,2.0,35000
38,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,65000
46,Male,PhD,Data Scientist,18.0,180000
26,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
39,Female,Master's Degree,Human Resources Manager,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,75000
28,Female,High School,Junior Sales Associate,1.0,30000
43,Male,PhD,Data Scientist,16.0,160000
27,Male,Bachelor's Degree,Software Developer,3.0,60000
35,Female,Master's Degree,Marketing Coordinator,8.0,85000
30,Male,Bachelor's Degree,Operations Manager,5.0,70000
26,Female,Master's Degree,Human Resources Coordinator,3.0,50000
41,Male,PhD,Data Scientist,13.0,140000
33,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
27,Male,High School,Junior Sales Associate,2.0,35000
38,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,65000
46,Male,PhD,Data Scientist,18.0,180000
26,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
39,Female,Master's Degree,Human Resources Manager,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,75000
28,Female,High School,Junior Sales Associate,1.0,30000
43,Male,PhD,Data Scientist,16.0,160000
27,Male,Bachelor's Degree,Software Developer,3.0,60000
35,Female,Master's Degree,Marketing Coordinator,8.0,85000
30,Male,Bachelor's Degree,Operations Manager,5.0,70000
26,Female,Master's Degree,Human Resources Coordinator,3.0,50000
41,Male,PhD,Data Scientist,13.0,140000
33,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
27,Male,High School,Junior Sales Associate,2.0,35000
38,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,65000
46,Male,PhD,Data Scientist,18.0,180000
26,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
39,Female,Master's Degree,Human Resources Manager,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,75000
28,Female,High School,Junior Sales Associate,1.0,30000
43,Male,PhD,Data Scientist,16.0,160000
27,Male,Bachelor's Degree,Software Developer,3.0,60000
35,Female,Master's Degree,Marketing Coordinator,8.0,85000
30,Male,Bachelor's Degree,Operations Manager,5.0,70000
26,Female,Master's Degree,Human Resources Coordinator,3.0,50000
41,Male,PhD,Data Scientist,13.0,140000
33,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
27,Male,High School,Junior Sales Associate,2.0,35000
38,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,65000
46,Male,PhD,Data Scientist,18.0,180000
26,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
39,Female,Master's Degree,Human Resources Manager,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,75000
28,Female,High School,Junior Sales Associate,1.0,30000
43,Male,PhD,Data Scientist,16.0,160000
27,Male,Bachelor's Degree,Software Developer,3.0,60000
35,Female,Master's Degree,Marketing Coordinator,8.0,85000
30,Male,Bachelor's Degree,Operations Manager,5.0,70000
26,Female,Master's Degree,Human Resources Coordinator,3.0,50000
41,Male,PhD,Data Scientist,13.0,140000
33,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
27,Male,High School,Junior Sales Associate,2.0,35000
38,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,65000
46,Male,PhD,Data Scientist,18.0,180000
26,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
39,Female,Master's Degree,Human Resources Manager,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,75000
28,Female,High School,Junior Sales Associate,1.0,30000
43,Male,PhD,Data Scientist,16.0,160000
27,Male,Bachelor's Degree,Software Developer,3.0,60000
24,Male,Bachelor's Degree,Software Engineer,2.0,55000
32,Female,Master's Degree,Marketing Manager,7.0,90000
45,Male,PhD,Data Scientist,16.0,160000
28,Female,Bachelor's Degree,Human Resources Coordinator,4.0,60000
22,Male,High School,Junior Sales Associate,1.0,25000
29,Female,Master's Degree,Software Developer,5.0,70000
36,Male,Bachelor's Degree,Operations Manager,8.0,100000
27,Female,Bachelor's Degree,Marketing Coordinator,3.0,45000
42,Male,PhD,Data Scientist,14.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
25,Male,High School,Junior Sales Associate,2.0,30000
39,Female,Master's Degree,Marketing Manager,11.0,120000
30,Male,Bachelor's Degree,Software Engineer,4.0,65000
47,Male,PhD,Data Scientist,19.0,190000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,12.0,130000
33,Male,Bachelor's Degree,Operations Manager,7.0,85000
29,Female,High School,Junior Sales Associate,1.0,25000
44,Male,PhD,Data Scientist,15.0,150000
28,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,9.0,100000
31,Male,Bachelor's Degree,Operations Manager,6.0,75000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,14.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
26,Male,High School,Junior Sales Associate,2.0,30000
39,Female,Master's Degree,Marketing Manager,11.0,120000
30,Male,Bachelor's Degree,Software Engineer,4.0,65000
47,Male,PhD,Data Scientist,19.0,190000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,12.0,130000
33,Male,Bachelor's Degree,Operations Manager,7.0,85000
29,Female,High School,Junior Sales Associate,1.0,25000
44,Male,PhD,Data Scientist,15.0,150000
28,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,9.0,100000
31,Male,Bachelor's Degree,Operations Manager,6.0,75000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,14.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
26,Male,High School,Junior Sales Associate,2.0,30000
39,Female,Master's Degree,Marketing Manager,11.0,120000
30,Male,Bachelor's Degree,Software Engineer,4.0,65000
47,Male,PhD,Data Scientist,19.0,190000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,12.0,130000
33,Male,Bachelor's Degree,Operations Manager,7.0,85000
29,Female,High School,Junior Sales Associate,1.0,25000
44,Male,PhD,Data Scientist,15.0,150000
28,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,9.0,100000
31,Male,Bachelor's Degree,Operations Manager,6.0,75000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,14.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
26,Male,High School,Junior Sales Associate,2.0,30000
39,Female,Master's Degree,Marketing Manager,11.0,120000
30,Male,Bachelor's Degree,Software Engineer,4.0,65000
47,Male,PhD,Data Scientist,19.0,190000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,12.0,130000
33,Male,Bachelor's Degree,Operations Manager,7.0,85000
29,Female,High School,Junior Sales Associate,1.0,25000
44,Male,PhD,Data Scientist,15.0,150000
28,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,9.0,100000
31,Male,Bachelor's Degree,Operations Manager,6.0,75000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,14.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
26,Male,High School,Junior Sales Associate,2.0,30000
39,Female,Master's Degree,Marketing Manager,11.0,120000
30,Male,Bachelor's Degree,Software Engineer,4.0,65000
47,Male,PhD,Data Scientist,19.0,190000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,12.0,130000
33,Male,Bachelor's Degree,Operations Manager,7.0,85000
29,Female,High School,Junior Sales Associate,1.0,25000
44,Male,PhD,Data Scientist,15.0,150000
28,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,9.0,100000
31,Male,Bachelor's Degree,Operations Manager,6.0,75000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,14.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
26,Male,High School,Junior Sales Associate,2.0,30000
39,Female,Master's Degree,Marketing Manager,11.0,120000
30,Male,Bachelor's Degree,Software Engineer,4.0,65000
47,Male,PhD,Data Scientist,19.0,190000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,12.0,130000
33,Male,Bachelor's Degree,Operations Manager,7.0,85000
29,Female,High School,Junior Sales Associate,1.0,25000
44,Male,PhD,Data Scientist,15.0,150000
28,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,9.0,100000
31,Male,Bachelor's Degree,Operations Manager,6.0,75000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,14.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
26,Male,High School,Junior Sales Associate,2.0,30000
39,Female,Master's Degree,Marketing Manager,11.0,120000
30,Male,Bachelor's Degree,Software Engineer,4.0,65000
47,Male,PhD,Data Scientist,19.0,190000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,12.0,130000
33,Male,Bachelor's Degree,Operations Manager,7.0,85000
29,Female,High School,Junior Sales Associate,1.0,25000
44,Male,PhD,Data Scientist,15.0,150000
28,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,9.0,100000
31,Male,Bachelor's Degree,Operations Manager,6.0,75000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,14.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
26,Male,High School,Junior Sales Associate,2.0,30000
39,Female,Master's Degree,Marketing Manager,11.0,120000
30,Male,Bachelor's Degree,Software Engineer,4.0,65000
47,Male,PhD,Data Scientist,19.0,190000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,12.0,130000
33,Male,Bachelor's Degree,Operations Manager,7.0,85000
29,Female,High School,Junior Sales Associate,1.0,25000
44,Male,PhD,Data Scientist,15.0,150000
28,Male,Bachelor's Degree,Software Developer,3.0,60000
31,Male,Bachelor's Degree,Software Engineer,5.0,80000
27,Female,Master's Degree,Marketing Manager,3.0,60000
38,Male,PhD,Data Scientist,12.0,130000
29,Female,Bachelor's Degree,Human Resources Coordinator,2.0,45000
23,Male,High School,Junior Sales Associate,1.0,25000
32,Female,Master's Degree,Software Developer,7.0,90000
44,Male,Bachelor's Degree,Operations Manager,18.0,170000
26,Female,Bachelor's Degree,Marketing Coordinator,2.0,40000
40,Male,PhD,Data Scientist,15.0,150000
33,Female,Bachelor's Degree,Human Resources Manager,8.0,95000
24,Male,High School,Junior Sales Associate,1.0,25000
35,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,70000
49,Male,PhD,Data Scientist,22.0,220000
26,Female,Bachelor's Degree,Junior Software Developer,2.0,35000
41,Female,Master's Degree,Human Resources Manager,13.0,140000
36,Male,Bachelor's Degree,Operations Manager,9.0,110000
28,Female,High School,Junior Sales Associate,1.0,25000
43,Male,PhD,Data Scientist,16.0,160000
29,Male,Bachelor's Degree,Software Developer,5.0,80000
39,Female,Master's Degree,Marketing Coordinator,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,90000
28,Female,Master's Degree,Human Resources Coordinator,2.0,45000
40,Male,PhD,Data Scientist,15.0,150000
33,Female,Bachelor's Degree,Human Resources Manager,8.0,95000
24,Male,High School,Junior Sales Associate,1.0,25000
35,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,70000
49,Male,PhD,Data Scientist,22.0,220000
26,Female,Bachelor's Degree,Junior Software Developer,2.0,35000
41,Female,Master's Degree,Human Resources Manager,13.0,140000
36,Male,Bachelor's Degree,Operations Manager,9.0,110000
28,Female,High School,Junior Sales Associate,1.0,25000
43,Male,PhD,Data Scientist,16.0,160000
29,Male,Bachelor's Degree,Software Developer,5.0,80000
39,Female,Master's Degree,Marketing Coordinator,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,90000
28,Female,Master's Degree,Human Resources Coordinator,2.0,45000
40,Male,PhD,Data Scientist,15.0,150000
33,Female,Bachelor's Degree,Human Resources Manager,8.0,95000
24,Male,High School,Junior Sales Associate,1.0,25000
35,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,70000
49,Male,PhD,Data Scientist,22.0,220000
26,Female,Bachelor's Degree,Junior Software Developer,2.0,35000
41,Female,Master's Degree,Human Resources Manager,13.0,140000
36,Male,Bachelor's Degree,Operations Manager,9.0,110000
28,Female,High School,Junior Sales Associate,1.0,25000
43,Male,PhD,Data Scientist,16.0,160000
29,Male,Bachelor's Degree,Software Developer,5.0,80000
39,Female,Master's Degree,Marketing Coordinator,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,90000
28,Female,Master's Degree,Human Resources Coordinator,2.0,45000
40,Male,PhD,Data Scientist,15.0,150000
33,Female,Bachelor's Degree,Human Resources Manager,8.0,95000
24,Male,High School,Junior Sales Associate,1.0,25000
35,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,70000
49,Male,PhD,Data Scientist,22.0,220000
26,Female,Bachelor's Degree,Junior Software Developer,2.0,35000
41,Female,Master's Degree,Human Resources Manager,13.0,140000
36,Male,Bachelor's Degree,Operations Manager,9.0,110000
28,Female,High School,Junior Sales Associate,1.0,25000
43,Male,PhD,Data Scientist,16.0,160000
29,Male,Bachelor's Degree,Software Developer,5.0,80000
39,Female,Master's Degree,Marketing Coordinator,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,90000
28,Female,Master's Degree,Human Resources Coordinator,2.0,45000
40,Male,PhD,Data Scientist,15.0,150000
33,Female,Bachelor's Degree,Human Resources Manager,8.0,95000
24,Male,High School,Junior Sales Associate,1.0,25000
35,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,70000
49,Male,PhD,Data Scientist,22.0,220000
26,Female,Bachelor's Degree,Junior Software Developer,2.0,35000
41,Female,Master's Degree,Human Resources Manager,13.0,140000
36,Male,Bachelor's Degree,Operations Manager,9.0,110000
28,Female,High School,Junior Sales Associate,1.0,25000
43,Male,PhD,Data Scientist,16.0,160000
29,Male,Bachelor's Degree,Software Developer,5.0,80000
39,Female,Master's Degree,Marketing Coordinator,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,90000
28,Female,Master's Degree,Human Resources Coordinator,2.0,45000
40,Male,PhD,Data Scientist,15.0,150000
33,Female,Bachelor's Degree,Human Resources Manager,8.0,95000
24,Male,High School,Junior Sales Associate,1.0,25000
35,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,70000
49,Male,PhD,Data Scientist,22.0,220000
26,Female,Bachelor's Degree,Junior Software Developer,2.0,35000
41,Female,Master's Degree,Human Resources Manager,13.0,140000
36,Male,Bachelor's Degree,Operations Manager,9.0,110000
28,Female,High School,Junior Sales Associate,1.0,25000
43,Male,PhD,Data Scientist,16.0,160000
29,Male,Bachelor's Degree,Software Developer,5.0,80000
39,Female,Master's Degree,Marketing Coordinator,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,90000
28,Female,Master's Degree,Human Resources Coordinator,2.0,45000
40,Male,PhD,Data Scientist,15.0,150000
33,Female,Bachelor's Degree,Human Resources Manager,8.0,95000
24,Male,High School,Junior Sales Associate,1.0,25000
